,ID,identifiant_individu,time_strat,time_end,identifiant_capteur,LSM_csv_filename
26,26,72057594038359853,2020-05-02 21:09:26.9832,2020-05-02 21:09:26.9832,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359853
27,27,72057594038359530,2020-05-02 21:09:26.9832,2020-05-02 21:09:26.9832,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359530
28,28,72057594038359853,2020-05-02 21:09:27.1161,2020-05-02 21:09:27.1161,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359853
29,29,72057594038359530,2020-05-02 21:09:27.1161,2020-05-02 21:09:27.1161,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359530
30,30,72057594038359853,2020-05-02 21:09:27.2504,2020-05-02 21:09:27.2504,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359853
31,31,72057594038359530,2020-05-02 21:09:27.2504,2020-05-02 21:09:27.2504,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359530
32,32,72057594038359853,2020-05-02 21:09:27.3834,2020-05-02 21:09:27.3834,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359853
33,33,72057594038359530,2020-05-02 21:09:27.3834,2020-05-02 21:09:27.3834,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359530
34,34,72057594038359853,2020-05-02 21:09:27.5169,2020-05-02 21:09:27.5169,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359853
35,35,72057594038359530,2020-05-02 21:09:27.5169,2020-05-02 21:09:27.5169,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359530
36,36,72057594038359853,2020-05-02 21:09:27.6507,2020-05-02 21:09:27.6507,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359853
37,37,72057594038359530,2020-05-02 21:09:27.6507,2020-05-02 21:09:27.6507,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359530
38,38,72057594038359853,2020-05-02 21:09:27.7827,2020-05-02 21:09:27.7827,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359853
39,39,72057594038359530,2020-05-02 21:09:27.7827,2020-05-02 21:09:27.7827,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359530
40,40,72057594038359853,2020-05-02 21:09:27.9171,2020-05-02 21:09:27.9171,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359853
41,41,72057594038359530,2020-05-02 21:09:27.9171,2020-05-02 21:09:27.9171,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359530
42,42,72057594038359853,2020-05-02 21:09:28.0507,2020-05-02 21:09:28.0507,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359853
43,43,72057594038359530,2020-05-02 21:09:28.0507,2020-05-02 21:09:28.0507,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359530
44,44,72057594038359853,2020-05-02 21:09:28.1837,2020-05-02 21:09:28.1837,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359853
45,45,72057594038359530,2020-05-02 21:09:28.1837,2020-05-02 21:09:28.1837,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359530
46,46,72057594038359853,2020-05-02 21:09:28.3178,2020-05-02 21:09:28.3178,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359853
47,47,72057594038359530,2020-05-02 21:09:28.3178,2020-05-02 21:09:28.3178,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359530
48,48,72057594038359853,2020-05-02 21:09:28.4500,2020-05-02 21:09:28.4500,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359853
49,49,72057594038359530,2020-05-02 21:09:28.4500,2020-05-02 21:09:28.4500,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359530
50,50,72057594038359853,2020-05-02 21:09:28.5840,2020-05-02 21:09:28.5840,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359853
51,51,72057594038359530,2020-05-02 21:09:28.5840,2020-05-02 21:09:28.5840,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359530
52,52,72057594038359853,2020-05-02 21:09:28.7178,2020-05-02 21:09:33.3826,11,./LMS2020-05-02LMS/11112020-05-02_21h09_72057594038359853
53,53,72057594038359898,2020-05-02 21:15:25.2498,2020-05-02 21:15:28.3151,11,./LMS2020-05-02LMS/11112020-05-02_21h15_72057594038359898
54,54,72057594038359918,2020-05-02 21:16:19.7845,2020-05-02 21:16:55.1161,11,./LMS2020-05-02LMS/11112020-05-02_21h16_72057594038359918
55,55,72057594038360173,2020-05-02 21:17:47.6512,2020-05-02 21:18:04.3168,11,./LMS2020-05-02LMS/11112020-05-02_21h17_72057594038360173
56,56,72057594038360264,2020-05-02 21:18:46.4496,2020-05-02 21:18:46.5832,11,./LMS2020-05-02LMS/11112020-05-02_21h18_72057594038360264
57,57,72057594038360335,2020-05-02 21:19:02.4499,2020-05-02 21:19:12.7170,11,./LMS2020-05-02LMS/11112020-05-02_21h19_72057594038360335
58,58,72057594038360359,2020-05-02 21:19:34.9845,2020-05-02 21:26:40.8504,11,./LMS2020-05-02LMS/11112020-05-02_21h19_72057594038360359
59,59,72057594038360728,2020-05-02 21:26:40.8504,2020-05-02 21:26:40.8504,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
60,60,72057594038360359,2020-05-02 21:26:40.9838,2020-05-02 21:26:40.9838,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
61,61,72057594038360728,2020-05-02 21:26:40.9838,2020-05-02 21:26:40.9838,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
62,62,72057594038360359,2020-05-02 21:26:41.1162,2020-05-02 21:26:41.1162,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
63,63,72057594038360728,2020-05-02 21:26:41.1162,2020-05-02 21:26:41.1162,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
64,64,72057594038360359,2020-05-02 21:26:41.2499,2020-05-02 21:26:41.2499,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
65,65,72057594038360728,2020-05-02 21:26:41.2499,2020-05-02 21:26:41.2499,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
66,66,72057594038360359,2020-05-02 21:26:41.3844,2020-05-02 21:26:41.3844,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
67,67,72057594038360728,2020-05-02 21:26:41.3844,2020-05-02 21:26:41.3844,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
68,68,72057594038360359,2020-05-02 21:26:41.5169,2020-05-02 21:26:41.5169,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
69,69,72057594038360728,2020-05-02 21:26:41.5169,2020-05-02 21:26:41.5169,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
70,70,72057594038360359,2020-05-02 21:26:41.6508,2020-05-02 21:26:41.6508,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
71,71,72057594038360728,2020-05-02 21:26:41.6508,2020-05-02 21:26:41.6508,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
72,72,72057594038360359,2020-05-02 21:26:41.7847,2020-05-02 21:26:41.7847,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
73,73,72057594038360728,2020-05-02 21:26:41.7847,2020-05-02 21:26:41.7847,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
74,74,72057594038360359,2020-05-02 21:26:41.9178,2020-05-02 21:26:41.9178,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
75,75,72057594038360728,2020-05-02 21:26:41.9178,2020-05-02 21:26:41.9178,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
76,76,72057594038360359,2020-05-02 21:26:42.0502,2020-05-02 21:26:42.0502,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
77,77,72057594038360728,2020-05-02 21:26:42.0502,2020-05-02 21:26:42.0502,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
78,78,72057594038360359,2020-05-02 21:26:42.1844,2020-05-02 21:26:42.1844,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
79,79,72057594038360728,2020-05-02 21:26:42.1844,2020-05-02 21:26:42.1844,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
80,80,72057594038360359,2020-05-02 21:26:42.3176,2020-05-02 21:26:42.3176,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
81,81,72057594038360728,2020-05-02 21:26:42.3176,2020-05-02 21:26:42.3176,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
82,82,72057594038360359,2020-05-02 21:26:42.4511,2020-05-02 21:26:42.4511,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
83,83,72057594038360728,2020-05-02 21:26:42.4521,2020-05-02 21:26:42.4521,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
84,84,72057594038360359,2020-05-02 21:26:42.5854,2020-05-02 21:26:42.5854,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
85,85,72057594038360728,2020-05-02 21:26:42.5854,2020-05-02 21:26:42.5854,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
86,86,72057594038360359,2020-05-02 21:26:42.7187,2020-05-02 21:26:42.7187,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
87,87,72057594038360728,2020-05-02 21:26:42.7187,2020-05-02 21:26:42.7187,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
88,88,72057594038360359,2020-05-02 21:26:42.8508,2020-05-02 21:26:42.8508,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
89,89,72057594038360728,2020-05-02 21:26:42.8508,2020-05-02 21:26:42.8508,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
90,90,72057594038360359,2020-05-02 21:26:42.9856,2020-05-02 21:26:42.9856,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
91,91,72057594038360728,2020-05-02 21:26:42.9856,2020-05-02 21:26:42.9856,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
92,92,72057594038360359,2020-05-02 21:26:43.1183,2020-05-02 21:26:43.1183,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
93,93,72057594038360728,2020-05-02 21:26:43.1183,2020-05-02 21:26:43.1183,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
94,94,72057594038360359,2020-05-02 21:26:43.2496,2020-05-02 21:26:43.2496,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
95,95,72057594038360728,2020-05-02 21:26:43.2496,2020-05-02 21:26:43.2496,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
96,96,72057594038360359,2020-05-02 21:26:43.3837,2020-05-02 21:26:43.3837,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
97,97,72057594038360728,2020-05-02 21:26:43.3837,2020-05-02 21:26:43.3837,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
98,98,72057594038360359,2020-05-02 21:26:43.5166,2020-05-02 21:26:43.5166,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
99,99,72057594038360728,2020-05-02 21:26:43.5166,2020-05-02 21:26:43.5166,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360728
100,100,72057594038360359,2020-05-02 21:26:43.6492,2020-05-02 21:26:45.6512,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
101,101,72057594038360790,2020-05-02 21:26:45.7853,2020-05-02 21:26:45.7853,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360790
102,102,72057594038360359,2020-05-02 21:26:45.7853,2020-05-02 21:26:45.7853,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
103,103,72057594038360790,2020-05-02 21:26:45.9183,2020-05-02 21:26:45.9183,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360790
104,104,72057594038360359,2020-05-02 21:26:45.9183,2020-05-02 21:26:45.9183,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
105,105,72057594038360790,2020-05-02 21:26:46.0532,2020-05-02 21:26:46.0532,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360790
106,106,72057594038360359,2020-05-02 21:26:46.0532,2020-05-02 21:26:46.0532,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
107,107,72057594038360790,2020-05-02 21:26:46.1866,2020-05-02 21:26:46.1866,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360790
108,108,72057594038360359,2020-05-02 21:26:46.1866,2020-05-02 21:26:46.1866,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
109,109,72057594038360790,2020-05-02 21:26:46.3191,2020-05-02 21:26:46.3191,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360790
110,110,72057594038360359,2020-05-02 21:26:46.3191,2020-05-02 21:26:46.3191,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
111,111,72057594038360790,2020-05-02 21:26:46.4526,2020-05-02 21:26:46.4526,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360790
112,112,72057594038360359,2020-05-02 21:26:46.4526,2020-05-02 21:26:46.4526,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
113,113,72057594038360790,2020-05-02 21:26:46.5845,2020-05-02 21:26:46.5845,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360790
114,114,72057594038360359,2020-05-02 21:26:46.5845,2020-052020-05-02 16:49:33.1835-02 21:26:46.5845,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
115,115,72057594038360790,2020-05-02 21:26:46.7182,2020-05-02 21:26:46.7182,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360790
116,116,72057594038360359,2020-05-02 21:26:46.7182,2020-05-02 21:26:46.7182,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
117,117,72057594038360790,2020-05-02 21:26:46.8508,2020-05-02 21:26:46.8508,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360790
118,118,72057594038360359,2020-05-02 21:26:46.8508,2020-05-02 21:26:46.8508,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
119,119,72057594038360790,2020-05-02 21:26:46.9848,2020-05-02 21:26:46.9848,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360790
120,120,72057594038360359,2020-05-02 21:26:46.9848,2020-05-02 21:26:46.9848,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
121,121,72057594038360790,2020-05-02 21:26:47.1172,2020-05-02 21:26:47.1172,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360790
122,122,72057594038360359,2020-05-02 21:26:47.1172,2020-05-02 21:26:47.1172,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
123,123,72057594038360790,2020-05-02 21:26:47.2494,2020-05-02 21:26:47.2494,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360790
124,124,72057594038360359,2020-05-02 21:26:47.2494,2020-05-02 21:26:47.2494,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
125,125,72057594038360790,2020-05-02 21:26:47.3830,2020-05-02 21:26:47.3830,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360790
126,126,72057594038360359,2020-05-02 21:26:47.3830,2020-05-02 21:26:47.3830,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360359
127,127,72057594038360790,2020-05-02 21:26:47.5196,2020-05-02 21:26:54.8489,11,./LMS2020-05-02LMS/11112020-05-02_21h26_72057594038360790
128,128,72057594038361625,2020-05-02 21:57:48.1842,2020-05-02 21:58:02.1815,11,./LMS2020-05-02LMS/11112020-05-02_21h57_72057594038361625
129,129,72057594038362071,2020-05-02 21:58:19.1175,2020-05-02 21:58:22.4500,11,./LMS2020-05-02LMS/11112020-05-02_21h58_72057594038362071
130,130,72057594038362126,2020-05-02 22:01:41.5171,2020-05-02 22:26:37.5176,11,./LMS2020-05-02LMS/11112020-05-02_22h01_72057594038362126
131,131,72057594038362571,2020-05-02 22:42:21.3846,2020-05-02 22:42:24.1832,11,./LMS2020-05-02LMS/11112020-05-02_22h42_72057594038362571
132,132,72057594038362801,2020-05-02 23:16:43.5168,2020-05-02 23:16:46.8490,11,./LMS2020-05-02LMS/11112020-05-02_23h16_72057594038362801
133,133,72057594038362824,2020-05-02 23:17:20.7170,2020-05-02 23:17:22.7164,11,./LMS2020-05-02LMS/11112020-05-02_23h17_72057594038362824
134,134,72057594038362863,2020-05-02 23:22:06.5845,2020-05-02 23:22:07.7822,11,./LMS2020-05-02LMS/11112020-05-02_23h22_72057594038362863
135,135,72057594038362882,2020-05-02 23:22:20.4507,2020-05-02 23:22:22.7155,11,./LMS2020-05-02LMS/11112020-05-02_23h22_72057594038362882
136,136,72057594038363002,2020-05-02 23:43:54.4488,2020-05-02 23:43:57.6477,11,./LMS2020-05-02LMS/11112020-05-02_23h43_72057594038363002
137,137,72057594038363273,2020-05-02 23:51:56.7155,2020-05-02 23:51:59.7822,11,./LMS2020-05-02LMS/11112020-05-02_23h51_72057594038363273
138,138,72057594038363718,2020-05-03 00:35:55.1140,2020-05-03 00:36:16.8501,11,./LMS2020-05-02LMS/11112020-05-02_00h35_72057594038363718
139,139,72057594043261391,2020-05-01 13:45:46.6202,2020-05-01 13:46:26.4881,14,./LMS2020-05-01LMS/11142020-05-01_13h45_72057594043261391
140,140,72057594043262196,2020-05-01 14:26:54.8869,2020-05-01 14:26:57.8190,14,./LMS2020-05-01LMS/11142020-05-01_14h26_72057594043262196
141,141,72057594043262257,2020-05-01 14:30:33.1538,2020-05-01 14:30:59.5536,14,./LMS2020-05-01LMS/11142020-05-01_14h30_72057594043262257
142,142,72057594043263549,2020-05-01 14:33:11.2847,2020-05-01 14:33:22.8846,14,./LMS2020-05-01LMS/11142020-05-01_14h33_72057594043263549
143,143,72057594043263575,2020-05-01 14:35:02.3513,2020-05-01 14:35:04.7511,14,./LMS2020-05-01LMS/11142020-05-01_14h35_72057594043263575
144,144,72057594043263643,2020-05-01 14:36:40.0857,2020-05-01 14:36:42.0846,14,./LMS2020-05-01LMS/11142020-05-01_14h36_72057594043263643
145,145,72057594043263676,2020-05-01 14:39:43.8185,2020-05-01 14:39:46.3514,14,./LMS2020-05-01LMS/11142020-05-01_14h39_72057594043263676
146,146,72057594043263836,2020-05-01 14:40:10.7506,2020-05-01 14:41:19.9498,14,./LMS2020-05-01LMS/11142020-05-01_14h40_72057594043263836
147,147,72057594043263875,2020-05-02 01:20:10.7610,2020-05-02 16:49:09.9824,14,./LMS2020-05-02LMS/11142020-05-02_01h20_72057594043263875
148,148,72057594043263880,2020-05-02 16:49:09.9834,2020-05-02 16:49:09.9834,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263880
149,149,72057594043263875,2020-05-02 16:49:10.1158,2020-05-02 16:49:10.1158,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263875
150,150,72057594043263880,2020-05-02 16:49:10.1158,2020-05-02 16:49:10.1158,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263880
151,151,72057594043263875,2020-05-02 16:49:10.2499,2020-05-02 16:49:10.2499,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263875
152,152,72057594043263880,2020-05-02 16:49:10.2499,2020-05-02 16:49:10.2499,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263880
153,153,72057594043263875,2020-05-02 16:49:10.3828,2020-05-02 16:49:10.3828,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263875
154,154,72057594043263880,2020-05-02 16:49:10.3828,2020-05-02 16:49:10.3828,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263880
155,155,72057594043263875,2020-05-02 16:49:10.5158,2020-05-02 16:49:10.5158,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263875
156,156,72057594043263880,2020-05-02 16:49:10.5158,2020-05-02 16:49:10.5158,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263880
157,157,72057594043263875,2020-05-02 16:49:10.6509,2020-05-02 16:49:10.6509,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263875
158,158,72057594043263880,2020-05-02 16:49:10.6509,2020-05-02 16:49:10.6509,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263880
159,159,72057594043263875,2020-05-02 16:49:10.7835,2020-05-02 16:49:10.7835,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263875
160,160,72057594043263880,2020-05-02 16:49:10.7835,2020-05-02 16:49:10.7835,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263880
161,161,72057594043263875,2020-05-02 16:49:10.9158,2020-05-02 16:49:10.9158,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263875
162,162,72057594043263880,2020-05-02 16:49:10.9158,2020-05-02 16:49:10.9158,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263880
163,163,72057594043263875,2020-05-02 16:49:11.0508,2020-05-02 16:49:11.0508,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263875
164,164,72057594043263880,2020-05-02 16:49:11.0508,2020-05-02 16:49:11.0508,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263880
165,165,72057594043263875,2020-05-02 16:49:11.1829,2020-05-02 16:49:11.1829,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263875
166,166,72057594043263880,2020-05-02 16:49:11.1829,2020-05-02 16:49:11.1829,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263880
167,167,72057594043263875,2020-05-02 16:49:11.3155,2020-05-02 16:49:11.3155,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263875
168,168,72057594043263880,2020-05-02 16:49:11.3155,2020-05-02 16:49:11.3155,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263880
169,169,72057594043263875,2020-05-02 16:49:11.4501,2020-05-02 16:49:11.4501,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263875
170,170,72057594043263880,2020-05-02 16:49:11.4501,2020-05-02 16:49:11.4501,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263880
171,171,72057594043263875,2020-05-02 16:49:11.5824,2020-05-02 16:49:11.5824,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263875
172,172,72057594043263880,2020-05-02 16:49:11.5824,2020-05-02 16:49:11.5824,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263880
173,173,72057594043263875,2020-05-02 16:49:11.7160,2020-05-02 16:49:11.7160,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263875
174,174,72057594043263880,2020-05-02 16:49:11.7160,2020-05-02 16:49:11.7160,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263880
175,175,72057594043263875,2020-05-02 16:49:11.8498,2020-05-02 16:49:11.8498,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263875
176,176,72057594043263880,2020-05-02 16:49:11.8498,2020-05-02 16:49:11.8498,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263880
177,177,72057594043263875,2020-05-02 16:49:11.9837,2020-05-02 16:49:11.9837,14,./LMS2020-05-02LMS/11142020-05-02_16h49_72057594043263875
